"p","U:0","U:1","U:2","Points:0","Points:1","Points:2"
0.24285,0.7823,-0.11239,2.271e-20,-2.3614,-0.76747,0
0.22847,0.79791,-0.13928,5.4617e-20,-2.2943,-0.95033,0
0.21109,0.81648,-0.1639,2.6689e-20,-2.2125,-1.1271,0
0.1911,0.83765,-0.18594,-2.4216e-20,-2.1165,-1.2966,0
0.16891,0.861,-0.20515,-3.0598e-20,-2.007,-1.4577,0
0.14494,0.88602,-0.22137,-1.9316e-20,-1.8848,-1.6094,0
0.28055,0.73532,-0.023804,8.8526e-21,-2.3513,-0.18531,0
0.27641,0.74087,-0.057712,-4.3241e-21,-2.3315,-0.36961,0
0.26814,0.75049,-0.090473,-1.2303e-20,-2.2967,-0.55169,0
0.25597,0.76397,-0.12158,-1.8999e-20,-2.2472,-0.73033,0
0.24021,0.781,-0.15058,3.3498e-21,-2.1833,-0.90434,0
0.22122,0.80123,-0.17707,4.596e-20,-2.1054,-1.0726,0
0.19941,0.82425,-0.2007,-6.1341e-21,-2.0141,-1.2339,0
0.17525,0.84962,-0.2212,-3.4132e-20,-1.91,-1.3873,0
0.14923,0.87681,-0.23838,-2.5627e-20,-1.7937,-1.5316,0
0.297,0.71251,-0.025835,3.8574e-20,-2.2362,-0.17623,0
0.29236,0.7186,-0.062603,1.4738e-20,-2.2173,-0.35149,0
0.28322,0.72915,-0.098098,-1.7035e-20,-2.1841,-0.52464,0
0.26982,0.7439,-0.13176,-5.8302e-20,-2.137,-0.69452,0
0.25252,0.76252,-0.16308,-4.4587e-20,-2.0762,-0.86,0
0.23173,0.78461,-0.19161,8.5712e-21,-2.0022,-1.02,0
0.20791,0.80972,-0.21697,3.4994e-20,-1.9154,-1.1734,0
0.18156,0.83734,-0.23885,-4.4819e-21,-1.8164,-1.3193,0
0.15325,0.86693,-0.25708,-1.2786e-20,-1.7058,-1.4566,0
0.3145,0.6874,-0.028115,2.0053e-20,-2.1252,-0.16747,0
0.3093,0.69411,-0.068055,6.1731e-20,-2.1071,-0.33402,0
0.29917,0.7057,-0.10658,6.1773e-21,-2.0756,-0.49856,0
0.2844,0.72189,-0.14306,-1.4266e-20,-2.0308,-0.65999,0
0.26539,0.7423,-0.17693,-4.3195e-21,-1.973,-0.81724,0
0.24258,0.76648,-0.2077,-2.2004e-20,-1.9027,-0.96929,0
0.2165,0.79393,-0.23496,2.4784e-20,-1.8202,-1.1151,0
0.18773,0.82407,-0.25835,-2.6226e-21,-1.7261,-1.2538,0
0.15688,0.85633,-0.27768,-1.9279e-20,-1.6212,-1.3843,0
0.33306,0.65969,-0.030686,2.2408e-20,-2.0182,-0.15903,0
0.32723,0.6671,-0.074155,5.2611e-20,-2.0009,-0.31718,0
0.316,0.67987,-0.11604,4.6012e-20,-1.9709,-0.47341,0
0.29969,0.69768,-0.15565,2.6556e-22,-1.9283,-0.62669,0
0.27875,0.72011,-0.19235,5.3241e-21,-1.8735,-0.77602,0
0.25369,0.74666,-0.2256,1.4974e-20,-1.8067,-0.92041,0
0.2251,0.77674,-0.25492,4.6787e-21,-1.7284,-1.0589,0
0.19362,0.80972,-0.27994,1.0423e-20,-1.6392,-1.1906,0
0.15995,0.84495,-0.30045,-3.6122e-20,-1.5395,-1.3146,0
0.3527,0.62902,-0.033598,-1.2983e-21,-1.915,-0.15088,0
0.34616,0.63722,-0.081005,-6.7883e-20,-1.8985,-0.30093,0
0.33368,0.65133,-0.12664,-1.1858e-20,-1.87,-0.44916,0
0.31565,0.67098,-0.16974,-2.3527e-20,-1.8296,-0.59459,0
0.29255,0.6957,-0.20958,-5.9454e-20,-1.7775,-0.73628,0
0.26495,0.72492,-0.24555,6.6043e-22,-1.7142,-0.87328,0
0.23354,0.75799,-0.27714,3.8921e-20,-1.6399,-1.0047,0
0.19903,0.79418,-0.30394,4.6066e-20,-1.5553,-1.1297,0
0.16222,0.83276,-0.3257,-4.8299e-20,-1.4608,-1.2474,0
0.37338,0.59498,-0.03691,-2.3327e-20,-1.8155,-0.14304,0
0.36603,0.60408,-0.088727,-5.9326e-20,-1.7998,-0.28527,0
0.35216,0.61971,-0.13856,-4.3204e-20,-1.7727,-0.42578,0
0.33217,0.64146,-0.18554,2.7974e-20,-1.7344,-0.56364,0
0.30664,0.66878,-0.22888,-1.2582e-20,-1.685,-0.69795,0
0.2762,0.70104,-0.26788,-5.6421e-20,-1.6249,-0.82784,0
0.24162,0.73749,-0.30197,1.8988e-20,-1.5546,-0.95244,0
0.20372,0.77732,-0.3307,4.1388e-20,-1.4744,-1.071,0
0.1634,0.81969,-0.3538,-1.8764e-21,-1.3849,-1.1826,0
0.39502,0.55706,-0.040696,5.2759e-21,-1.7195,-0.13547,0
0.38676,0.5672,-0.097469,7.5972e-20,-1.7047,-0.27017,0
0.3713,0.58457,-0.15202,1.1333e-20,-1.6789,-0.40324,0
0.34912,0.60871,-0.20336,9.0751e-21,-1.6426,-0.5338,0
0.32084,0.639,-0.2506,4.5706e-20,-1.5958,-0.66101,0
0.2872,0.67472,-0.29296,-3.0922e-20,-1.5389,-0.78402,0
0.24906,0.71502,-0.32982,-3.5244e-20,-1.4723,-0.90205,0
0.20735,0.75899,-0.36066,8.7724e-21,-1.3964,-1.0143,0
0.16309,0.80566,-0.38517,4.7406e-20,-1.3117,-1.1201,0
0.41747,0.5147,-0.045039,4.9015e-20,-1.6271,-0.12817,0
0.40818,0.52602,-0.1074,1.0987e-19,-1.6129,-0.25561,0
0.39093,0.54539,-0.16726,7.83e-20,-1.5885,-0.38151,0
0.36626,0.57226,-0.22351,-6.0901e-20,-1.5541,-0.50503,0
0.33487,0.60595,-0.27513,-3.4934e-20,-1.5098,-0.62538,0
0.29761,0.64563,-0.32125,2.1591e-20,-1.456,-0.74178,0
0.25545,0.69034,-0.36117,-2.2392e-20,-1.393,-0.85347,0
0.20946,0.73901,-0.39431,-2.262e-20,-1.3212,-0.95973,0
0.16079,0.79057,-0.42033,3.8651e-20,-1.2411,-1.0599,0
0.44048,0.46718,-0.050038,4.1342e-21,-1.5379,-0.12113,0
0.43002,0.47988,-0.11873,1.2512e-21,-1.5244,-0.24158,0
0.41074,0.50153,-0.18459,9.2193e-20,-1.5013,-0.36055,0
0.38324,0.53154,-0.24636,8.379e-21,-1.4687,-0.47729,0
0.34833,0.56913,-0.30291,-9.3966e-20,-1.4269,-0.59103,0
0.30697,0.61334,-0.35323,-1.1896e-20,-1.376,-0.70105,0
0.26027,0.66308,-0.39653,5.5073e-20,-1.3165,-0.80663,0
0.20944,0.71713,-0.43216,1.5372e-20,-1.2487,-0.90709,0
0.15581,0.77424,-0.45974,-3.435e-20,-1.1731,-1.0018,0
0.46363,0.41369,-0.055777,-5.3794e-20,-1.4519,-0.11435,0
0.45186,0.42794,-0.13161,-6.0624e-20,-1.4391,-0.22804,0
0.43026,0.45222,-0.20424,4.2656e-20,-1.4172,-0.34035,0
0.39955,0.48583,-0.27222,9.5083e-20,-1.3864,-0.45054,0
0.36064,0.52787,-0.33426,-1.8574e-20,-1.3469,-0.55791,0
0.31462,0.57723,-0.38922,-5.4886e-20,-1.2989,-0.66178,0
0.26277,0.63267,-0.43617,-3.0176e-22,-1.2428,-0.76147,0
0.20649,0.69277,-0.4744,-2.6417e-20,-1.1788,-0.85633,0
0.14727,0.75605,-0.50343,-8.489e-20,-1.1075,-0.94578,0
0.48633,0.35327,-0.062212,-1.4753e-20,-1.369,-0.10781,0
0.47305,0.36928,-0.14593,-4.0119e-20,-1.3568,-0.21499,0
0.44882,0.39649,-0.226,-3.3769e-20,-1.3362,-0.32087,0
0.41446,0.43411,-0.30075,6.1068e-20,-1.3071,-0.42475,0
0.37099,0.48108,-0.36869,5.8099e-20,-1.2698,-0.52598,0
0.3197,0.53613,-0.42851,-1.8923e-20,-1.2246,-0.62391,0
0.26203,0.59776,-0.47913,-5.2574e-20,-1.1717,-0.71792,0
0.19959,0.66432,-0.51969,-4.8124e-20,-1.1114,-0.8074,0
0.13412,0.73402,-0.54963,1.4925e-20,-1.0442,-0.89178,0
0.50761,0.28492,-0.068792,5.344e-20,-1.289,-0.1015,0
0.49264,0.30276,-0.16045,1.2788e-21,-1.2775,-0.20241,0
0.46545,0.333,-0.24792,-6.1539e-20,-1.258,-0.30208,0
0.42696,0.3747,-0.32926,-5.2969e-20,-1.2306,-0.39989,0
0.37837,0.42664,-0.40273,-1.9836e-20,-1.1955,-0.49519,0
0.32115,0.48726,-0.46678,3.5942e-20,-1.1529,-0.58741,0
0.25697,0.55479,-0.52014,7.3295e-20,-1.1031,-0.67593,0
0.18771,0.62721,-0.56181,7.7109e-20,-1.0465,-0.76021,0
0.11535,0.7023,-0.59108,8.6606e-20,-0.98326,-0.83971,0
0.52616,0.20763,-0.073578,4.6682e-20,-1.212,-0.095424,0
0.50932,0.2269,-0.17077,4.9881e-20,-1.201,-0.19028,0
0.47888,0.25945,-0.26318,4.066e-21,-1.1826,-0.28397,0
0.43589,0.30417,-0.34854,-1.0406e-19,-1.1568,-0.37591,0
0.38173,0.35957,-0.42481,-5.8577e-20,-1.1238,-0.46551,0
0.3181,0.42381,-0.49023,1.8813e-19,-1.0838,-0.5522,0
0.24697,0.49472,-0.54331,1.481e-19,-1.0371,-0.63545,0
0.17051,0.56985,-0.58291,-5.806e-20,-0.98382,-0.71472,0
0.091057,0.64649,-0.60823,-1.2193e-19,-0.92446,-0.78951,0
0.54214,0.12424,-0.071453,-3.3951e-20,-1.1377,-0.089562,0
0.52338,0.14318,-0.16524,1.8729e-20,-1.1273,-0.17859,0
0.48963,0.17505,-0.25387,1.9851e-20,-1.11,-0.26651,0
0.4421,0.21863,-0.33487,-8.5804e-20,-1.0857,-0.35279,0
0.3824,0.27222,-0.40604,-5.757e-20,-1.0547,-0.43689,0
0.3125,0.33373,-0.46547,1.679e-19,-1.0172,-0.51827,0
0.23468,0.4007,-0.51163,6.3251e-20,-0.97332,-0.59642,0
0.15147,0.47037,-0.54339,-2.2225e-19,-0.92341,-0.67086,0
0.065536,0.5397,-0.56002,-2.7697e-19,-0.86777,-0.74111,0
0.55981,0.053172,-0.051727,-3.6141e-20,-1.066,-0.083909,0
0.5395,0.067059,-0.11955,-8.6723e-21,-1.0562,-0.16731,0
0.50306,0.090372,-0.18314,3.6206e-20,-1.0399,-0.24968,0
0.45184,0.12205,-0.24043,1.1394e-20,-1.0172,-0.33051,0
0.38762,0.16062,-0.28963,-1.3891e-19,-0.98812,-0.40929,0
0.31262,0.20428,-0.32922,-9.5894e-20,-0.95295,-0.48554,0
0.22941,0.25093,-0.35806,1.1954e-20,-0.91188,-0.55878,0
0.14079,0.29827,-0.37543,-1.0462e-19,-0.86517,-0.62856,0
0.049715,0.34381,-0.38099,-1.0808e-19,-0.81311,-0.69444,0
0.5699,0,0,0,-0.99692,-0.078459,0
0.549,0,0,0,-0.98769,-0.15643,0
0.5115,0,0,0,-0.97237,-0.23345,0
0.45878,0,0,0,-0.95106,-0.30902,0
0.39271,0,0,0,-0.92388,-0.38268,0
0.31562,0,0,0,-0.89101,-0.45399,0
0.23016,0,0,0,-0.85264,-0.5225,0
0.13927,0,0,0,-0.80902,-0.58779,0
0.046009,0,0,0,-0.76041,-0.64945,0
0.050403,1,0,0,-20,-0.21213,0
0.05053,0.99983,0.00039338,-8.9456e-22,-18.747,-0.21389,0
0.050486,1,0,0,-20,-0.42426,0
0.050614,0.99983,0.00033867,2.6879e-22,-18.745,-0.42769,0
0.050559,1,0,0,-20,-0.6364,0
0.050688,0.99983,0.00028385,1.4848e-21,-18.742,-0.64129,0
0.050623,1,0,0,-20,-0.84853,0
0.050753,0.99983,0.00022888,6.7055e-22,-18.737,-0.85456,0
0.050678,1,0,0,-20,-1.0607,0
0.050809,0.99983,0.00017369,-8.3748e-22,-18.731,-1.0674,0
0.050724,1,0,0,-20,-1.2728,0
0.050856,0.99983,0.00011826,-4.0547e-22,-18.724,-1.2797,0
0.05076,1,0,0,-20,-1.4849,0
0.050893,0.99983,6.2547e-05,3.2638e-22,-18.716,-1.4913,0
0.050787,1,0,0,-20,-1.6971,0
0.050921,0.99982,6.4165e-06,3.1367e-22,-18.706,-1.7022,0
0.050805,1,0,0,-20,-1.9092,0
0.05094,0.99982,-5.0368e-05,9.1601e-24,-18.695,-1.9122,0
0.05095,0.99982,-0.00010575,-5.3977e-23,-18.683,-2.1213,0
0.050813,1,0,0,-20,-2.1213,0
0.050951,0.9994,0.00056428,-1.2134e-21,-17.574,-0.21554,0
0.051038,0.9994,0.00045358,5.1527e-22,-17.57,-0.43091,0
0.051116,0.99939,0.00034238,1.6998e-21,-17.564,-0.64587,0
0.051184,0.99939,0.00023061,2.8259e-22,-17.555,-0.86021,0
0.051243,0.99939,0.00011824,-7.8367e-22,-17.543,-1.0737,0
0.051293,0.99938,5.2423e-06,-2.7286e-22,-17.529,-1.2861,0
0.051334,0.99938,-0.00010835,2.3161e-22,-17.512,-1.4973,0
0.051365,0.99937,-0.00022275,1.9421e-22,-17.493,-1.707,0
0.051388,0.99937,-0.00033873,1.0768e-22,-17.472,-1.9151,0
0.0514,0.99936,-0.00045199,2.7568e-23,-17.449,-2.1213,0
0.051662,0.99869,0.00047991,-2.8191e-22,-16.474,-0.21709,0
0.051755,0.99869,0.00030937,6.5871e-22,-16.469,-0.43392,0
0.051838,0.99868,0.00013761,8.1528e-22,-16.46,-0.65016,0
0.051912,0.99867,-3.5372e-05,1.7473e-22,-16.447,-0.8655,0
0.051977,0.99867,-0.00020959,-2.9289e-22,-16.43,-1.0796,0
0.052032,0.99866,-0.000385,-2.3427e-22,-16.41,-1.2922,0
0.052078,0.99865,-0.00056143,-1.58e-22,-16.385,-1.5029,0
0.052115,0.99865,-0.00073914,-4.9678e-24,-16.358,-1.7115,0
0.052143,0.99864,-0.00092,1.2349e-22,-16.327,-1.9177,0
0.052159,0.99863,-0.0010967,-3.7553e-23,-16.293,-2.1213,0
0.052607,0.99775,0.0002029,4.1674e-22,-15.445,-0.21854,0
0.052707,0.99774,-3.3401e-05,1.2443e-22,-15.438,-0.43674,0
0.052797,0.99773,-0.00027166,-1.1603e-22,-15.426,-0.65418,0
0.052879,0.99772,-0.00051182,-2.2906e-22,-15.409,-0.87045,0
0.052951,0.99771,-0.00075383,-4.0488e-22,-15.388,-1.0851,0
0.053013,0.9977,-0.00099761,1.0261e-22,-15.361,-1.2978,0
0.053066,0.99769,-0.0012428,2.6992e-22,-15.33,-1.5082,0
0.05311,0.99768,-0.0014889,-2.1036e-23,-15.294,-1.7157,0
0.053145,0.99767,-0.0017402,-1.4651e-22,-15.254,-1.9202,0
0.053165,0.99766,-0.0019866,-9.4325e-23,-15.211,-2.1213,0
0.053778,0.99657,-0.00017297,3.5318e-22,-14.48,-0.21989,0
0.053887,0.99656,-0.00048276,-2.8168e-23,-14.472,-0.43938,0
0.053987,0.99655,-0.00079495,-2.814e-22,-14.458,-0.65795,0
0.054077,0.99654,-0.0011094,-5.538e-22,-14.437,-0.87509,0
0.054157,0.99653,-0.0014261,-3.745e-22,-14.411,-1.0903,0
0.054229,0.99652,-0.0017448,3.8569e-22,-14.379,-1.3031,0
0.054291,0.99651,-0.002065,3.1484e-22,-14.341,-1.5131,0
0.054343,0.99649,-0.0023861,-1.7825e-22,-14.298,-1.7197,0
0.054388,0.99648,-0.0027144,-1.2621e-22,-14.25,-1.9226,0
0.054412,0.99647,-0.0030354,2.1464e-23,-14.197,-2.1213,0
0.055183,0.99516,-0.00055706,4.8453e-23,-13.577,-0.22116,0
0.055304,0.99515,-0.00095004,-2.5014e-22,-13.567,-0.44185,0
0.055414,0.99514,-0.0013454,-9.4056e-23,-13.551,-0.66147,0
0.055515,0.99513,-0.001743,3.4689e-22,-13.527,-0.87944,0
0.055606,0.99512,-0.0021427,-6.4444e-23,-13.496,-1.0952,0
0.055688,0.9951,-0.0025442,-5.5731e-22,-13.459,-1.3081,0
0.05576,0.99509,-0.0029469,-3.4652e-22,-13.415,-1.5177,0
0.055823,0.99508,-0.0033507,1.9844e-22,-13.365,-1.7234,0
0.055879,0.99506,-0.0037634,2.0129e-22,-13.309,-1.9248,0
0.055908,0.99506,-0.0041651,-1.2065e-23,-13.247,-2.1213,0
0.056831,0.99351,-0.00088282,-3.6765e-22,-12.731,-0.22235,0
0.056964,0.9935,-0.0013711,-7.2321e-22,-12.72,-0.44417,0
0.057087,0.99349,-0.0018612,3.71e-22,-12.701,-0.66478,0
0.0572,0.99347,-0.002353,9.838e-22,-12.674,-0.88351,0
0.057303,0.99346,-0.0028464,-8.5148e-23,-12.64,-1.0997,0
0.057396,0.99345,-0.0033411,-8.1837e-22,-12.597,-1.3128,0
0.057481,0.99344,-0.0038364,4.6984e-24,-12.547,-1.522,0
0.057556,0.99343,-0.0043319,4.1798e-22,-12.491,-1.7269,0
0.057625,0.9934,-0.0048382,-5.2783e-23,-12.427,-1.9268,0
0.057658,0.99341,-0.0053303,-1.8742e-22,-12.357,-2.1213,0
0.058729,0.9916,-0.0011148,1.3326e-22,-11.938,-0.22347,0
0.058876,0.99159,-0.0017132,-5.2189e-22,-11.926,-0.44634,0
0.059013,0.99158,-0.0023125,9.4448e-23,-11.905,-0.66787,0
0.05914,0.99157,-0.0029126,4.8924e-22,-11.876,-0.88733,0
0.059256,0.99156,-0.0035136,-3.5607e-23,-11.837,-1.104,0
0.059363,0.99155,-0.0041152,-7.9622e-24,-11.79,-1.3171,0
0.05946,0.99154,-0.0047164,4.5971e-22,-11.735,-1.526,0
0.059548,0.99153,-0.0053169,1.7597e-22,-11.672,-1.7301,0
0.059631,0.9915,-0.0059307,1.3849e-22,-11.601,-1.9288,0
0.059666,0.99152,-0.0065267,3.6031e-22,-11.524,-2.1213,0
0.060889,0.98943,-0.0012459,5.4842e-23,-11.196,-0.22451,0
0.061053,0.98942,-0.0019724,-5.484e-22,-11.183,-0.44837,0
0.061205,0.98941,-0.0026988,-1.5622e-22,-11.16,-0.67077,0
0.061346,0.9894,-0.003425,8.6011e-22,-11.127,-0.8909,0
0.061477,0.9894,-0.0041513,3.3583e-22,-11.085,-1.108,0
0.061597,0.98939,-0.0048775,-1.4255e-22,-11.034,-1.3212,0
0.061708,0.98938,-0.0056027,-1.4268e-23,-10.974,-1.5298,0
0.061809,0.98937,-0.0063263,-1.3665e-22,-10.905,-1.7332,0
0.061906,0.98934,-0.0070669,2.5802e-22,-10.828,-1.9306,0
0.06194,0.98937,-0.0077856,4.9275e-22,-10.744,-2.1213,0
0.063327,0.98697,-0.0012897,-4.8205e-22,-10.5,-0.22549,0
0.063509,0.98696,-0.0021661,1.6152e-22,-10.486,-0.45028,0
0.063678,0.98696,-0.0030413,1.055e-21,-10.462,-0.67349,0
0.063835,0.98695,-0.0039156,7.3295e-22,-10.427,-0.89424,0
0.06398,0.98695,-0.0047893,-5.6658e-22,-10.381,-1.1117,0
0.064114,0.98695,-0.0056628,-5.7192e-22,-10.326,-1.325,0
0.064237,0.98694,-0.0065348,-3.1513e-22,-10.261,-1.5334,0
0.064351,0.98693,-0.0074048,-3.2577e-22,-10.187,-1.736,0
0.064461,0.98691,-0.0082979,6.7586e-22,-10.104,-1.9322,0
0.064488,0.98696,-0.0091636,5.471e-22,-10.013,-2.1213,0
0.066061,0.9842,-0.0012718,-1.9408e-22,-9.849,-0.2264,0
0.066263,0.9842,-0.0023238,9.7068e-22,-9.8342,-0.45206,0
0.06645,0.9842,-0.003374,5.1872e-22,-9.8079,-0.67603,0
0.066623,0.9842,-0.0044229,-1.0401e-21,-9.7703,-0.89738,0
0.066782,0.9842,-0.0054711,-8.093e-22,-9.7218,-1.1152,0
0.066929,0.98421,-0.0065195,-2.4902e-22,-9.6625,-1.3286,0
0.067063,0.98421,-0.0075666,-6.7986e-23,-9.593,-1.5367,0
0.067186,0.98421,-0.0086119,9.5007e-22,-9.5137,-1.7387,0
0.067306,0.98418,-0.0096899,2.3729e-21,-9.4251,-1.9338,0
0.067318,0.98427,-0.010733,2.4743e-21,-9.3279,-2.1213,0
0.06911,0.98111,-0.0012223,-5.1878e-23,-9.2389,-0.22726,0
0.069334,0.98111,-0.0024804,1.2236e-21,-9.2232,-0.45373,0
0.06954,0.98111,-0.0037365,-7.8665e-22,-9.1953,-0.67841,0
0.069728,0.98112,-0.0049915,-1.5737e-21,-9.1555,-0.90032,0
0.0699,0.98113,-0.0062466,-4.2894e-23,-9.104,-1.1185,0
0.070056,0.98115,-0.0075029,2.6759e-22,-9.0412,-1.3319,0
0.070197,0.98117,-0.0087591,6.5283e-22,-8.9676,-1.5398,0
0.070325,0.98118,-0.010014,1.3104e-21,-8.8835,-1.7412,0
0.07045,0.98116,-0.011316,1.2221e-21,-8.7896,-1.9353,0
0.070435,0.98129,-0.012571,7.4406e-22,-8.6864,-2.1213,0
0.072498,0.97767,-0.0011705,-1.1273e-22,-8.6675,-0.22807,0
0.072745,0.97767,-0.0026705,7.9804e-22,-8.6509,-0.4553,0
0.072969,0.97768,-0.0041689,-1.3163e-21,-8.6215,-0.68064,0
0.073171,0.9777,-0.0056671,-5.7945e-22,-8.5796,-0.90307,0
0.073352,0.97772,-0.0071668,1.0674e-21,-8.5254,-1.1215,0
0.073513,0.97776,-0.0086699,7.1459e-22,-8.4593,-1.3351,0
0.073654,0.9778,-0.010175,5.7085e-22,-8.3817,-1.5427,0
0.073778,0.97783,-0.01168,-3.6917e-22,-8.2931,-1.7436,0
0.073901,0.97783,-0.013252,-1.3541e-21,-8.1942,-1.9367,0
0.07384,0.97803,-0.014761,-9.5526e-22,-8.0856,-2.1213,0
0.076248,0.97384,-0.0011422,-3.937e-22,-8.1322,-0.22882,0
0.076519,0.97385,-0.002926,3.0666e-22,-8.1148,-0.45676,0
0.07676,0.97386,-0.0047091,-9.9062e-22,-8.0841,-0.68273,0
0.076972,0.9739,-0.0064936,3.3627e-22,-8.0402,-0.90564,0
0.077157,0.97395,-0.008282,1.2451e-21,-7.9834,-1.1244,0
0.077314,0.97402,-0.010077,4.195e-22,-7.9142,-1.338,0
0.077446,0.97409,-0.011877,4.0491e-22,-7.8329,-1.5455,0
0.077554,0.97416,-0.013679,-7.404e-22,-7.7402,-1.7458,0
0.077659,0.97419,-0.015573,-2.2588e-21,-7.6366,-1.938,0
0.077529,0.97448,-0.017383,-7.043e-22,-7.5229,-2.1213,0
0.080388,0.9696,-0.0011583,1.8139e-21,-7.6308,-0.22952,0
0.080683,0.96961,-0.0032747,1.4477e-21,-7.6127,-0.45814,0
0.080938,0.96964,-0.005392,1.0922e-21,-7.5807,-0.68469,0
0.081155,0.96971,-0.007513,2.3464e-21,-7.5349,-0.90805,0
0.081333,0.96979,-0.0096408,5.9173e-22,-7.4758,-1.1271,0
0.081476,0.9699,-0.01178,-4.9078e-22,-7.4036,-1.3408,0
0.081582,0.97003,-0.013927,5.0444e-22,-7.3189,-1.548,0
0.081655,0.97015,-0.016079,-7.8223e-22,-7.2222,-1.7478,0
0.081723,0.97024,-0.018357,-2.13e-21,-7.1143,-1.9392,0
0.08149,0.97065,-0.020519,-1.8826e-21,-6.9958,-2.1213,0
0.084945,0.96491,-0.0012353,2.9586e-21,-7.1612,-0.23018,0
0.085264,0.96493,-0.0037412,2.5493e-21,-7.1424,-0.45942,0
0.085529,0.96499,-0.00625,2.2904e-21,-7.1091,-0.68652,0
0.08574,0.96509,-0.0087654,7.7969e-22,-7.0616,-0.91031,0
0.0859,0.96522,-0.011291,-9.7714e-22,-7.0002,-1.1296,0
0.086009,0.9654,-0.013833,-8.0729e-22,-6.9253,-1.3434,0
0.086068,0.9656,-0.016389,-8.5319e-22,-6.8374,-1.5504,0
0.086079,0.96581,-0.01895,-6.6164e-22,-6.7371,-1.7497,0
0.08608,0.96597,-0.021679,-1.1795e-22,-6.6251,-1.9404,0
0.085701,0.96656,-0.024251,-9.0729e-22,-6.502,-2.1213,0
0.089952,0.95973,-0.0013858,-1.0243e-21,-6.7213,-0.2308,0
0.090291,0.95977,-0.0043475,-2.5107e-22,-6.7019,-0.46063,0
0.090557,0.95986,-0.0073145,-1.1176e-21,-6.6675,-0.68824,0
0.090751,0.96001,-0.010291,-4.1951e-21,-6.6183,-0.91243,0
0.090873,0.96022,-0.013283,-1.2234e-21,-6.5548,-1.132,0
0.090925,0.96048,-0.016295,-4.8275e-22,-6.4774,-1.3458,0
0.090905,0.96079,-0.019328,-3.4355e-21,-6.3864,-1.5527,0
0.090817,0.96113,-0.022364,-1.0363e-21,-6.2827,-1.7515,0
0.090711,0.96142,-0.025621,1.4658e-21,-6.1668,-1.9414,0
0.090126,0.96224,-0.028663,9.3355e-22,-6.0395,-2.1213,0
0.095439,0.95403,-0.00162,-2.8882e-21,-6.3093,-0.23138,0
0.095796,0.95408,-0.0051147,-3.9774e-21,-6.2892,-0.46175,0
0.096051,0.95423,-0.0086171,-2.5417e-21,-6.2538,-0.68985,0
0.096208,0.95445,-0.012132,-1.1346e-21,-6.2031,-0.91441,0
0.096266,0.95476,-0.015666,1.5241e-21,-6.1376,-1.1342,0
0.096226,0.95515,-0.019227,1.9504e-21,-6.0578,-1.348,0
0.096087,0.95562,-0.022812,4.3645e-22,-5.964,-1.5548,0
0.095848,0.95612,-0.026398,1.9882e-22,-5.857,-1.7532,0
0.095578,0.9566,-0.030265,-1.5222e-21,-5.7376,-1.9424,0
0.094712,0.95773,-0.033842,-3.7906e-21,-5.6064,-2.1213,0
0.10144,0.94774,-0.0019469,2.5634e-22,-5.9233,-0.23192,0
0.10181,0.94784,-0.0060646,-1.1139e-21,-5.9027,-0.46281,0
0.10204,0.94805,-0.010192,-1.9523e-22,-5.8662,-0.69136,0
0.10213,0.94838,-0.014334,2.2491e-21,-5.8142,-0.91627,0
0.10209,0.94883,-0.018498,2.8068e-21,-5.7469,-1.1363,0
0.10191,0.9494,-0.022693,4.0873e-21,-5.6647,-1.3502,0
0.1016,0.95007,-0.026916,5.3098e-21,-5.5683,-1.5567,0
0.10114,0.95082,-0.031131,4.8625e-21,-5.4583,-1.7548,0
0.10063,0.95155,-0.0357,2.7007e-21,-5.3355,-1.9434,0
0.099388,0.95309,-0.039876,-2.09e-21,-5.2006,-2.1213,0
0.108,0.94083,-0.0023757,-1.0074e-21,-5.5618,-0.23243,0
0.10836,0.94098,-0.0072209,1.0318e-21,-5.5407,-0.4638,0
0.10854,0.94128,-0.012076,2.7942e-22,-5.5033,-0.69277,0
0.10854,0.94176,-0.016948,-8.1157e-22,-5.4499,-0.91801,0
0.10835,0.9424,-0.021841,-1.6852e-22,-5.3808,-1.1382,0
0.10797,0.94321,-0.026767,3.2456e-22,-5.2966,-1.3522,0
0.10741,0.94417,-0.031723,9.033e-24,-5.1977,-1.5586,0
0.10664,0.94525,-0.036653,4.4802e-22,-5.0849,-1.7563,0
0.1058,0.94634,-0.042016,6.9226e-21,-4.9589,-1.9442,0
0.10406,0.94842,-0.046855,7.573e-21,-4.8205,-2.1213,0
0.11515,0.93324,-0.002917,-3.6047e-21,-5.2232,-0.23291,0
0.11549,0.93346,-0.0086112,-2.7173e-21,-5.2016,-0.46473,0
0.11559,0.93389,-0.014314,-1.3416e-21,-5.1633,-0.69409,0
0.11544,0.93456,-0.020031,-2.8586e-21,-5.1086,-0.91964,0
0.11504,0.93546,-0.025767,-2.5782e-21,-5.038,-1.14,0
0.11438,0.93659,-0.031531,5.8553e-22,-4.9517,-1.354,0
0.11347,0.93794,-0.037321,-2.8685e-22,-4.8506,-1.5603,0
0.11229,0.93947,-0.043054,-5.4923e-21,-4.7351,-1.7577,0
0.11098,0.94104,-0.049308,2.7393e-22,-4.6061,-1.9451,0
0.10859,0.94381,-0.054862,5.4551e-21,-4.4645,-2.1213,0
0.12292,0.92492,-0.0035834,3.7139e-21,-4.906,-0.23335,0
