"T","U:0","U:1","U:2","d","nuT","p","Points:0","Points:1","Points:2"
295.77,0,0,0,0,0.00010794,0.1028,1.98,0.5,0
295.75,0,0,0,0,0.00010823,0.10715,1.96,0.5,0
295.73,0,0,0,0,0.00010853,0.11152,1.94,0.5,0
295.7,0,0,0,0,0.00010883,0.1159,1.92,0.5,0
295.68,0,0,0,0,0.00010913,0.12031,1.9,0.5,0
295.65,0,0,0,0,0.00010945,0.12475,1.88,0.5,0
295.63,0,0,0,0,0.00010976,0.1292,1.86,0.5,0
295.61,0,0,0,0,0.00011009,0.13367,1.84,0.5,0
295.58,0,0,0,0,0.00011042,0.13816,1.82,0.5,0
295.56,0,0,0,0,0.00011076,0.14267,1.8,0.5,0
295.54,0,0,0,0,0.0001111,0.1472,1.78,0.5,0
295.51,0,0,0,0,0.00011145,0.15176,1.76,0.5,0
295.49,0,0,0,0,0.0001118,0.15633,1.74,0.5,0
295.47,0,0,0,0,0.00011217,0.16091,1.72,0.5,0
295.44,0,0,0,0,0.00011254,0.16552,1.7,0.5,0
295.42,0,0,0,0,0.00011291,0.17015,1.68,0.5,0
295.39,0,0,0,0,0.0001133,0.17479,1.66,0.5,0
295.37,0,0,0,0,0.00011369,0.17945,1.64,0.5,0
295.35,0,0,0,0,0.00011409,0.18413,1.62,0.5,0
295.32,0,0,0,0,0.0001145,0.18883,1.6,0.5,0
295.3,0,0,0,0,0.00011492,0.19354,1.58,0.5,0
295.28,0,0,0,0,0.00011535,0.19827,1.56,0.5,0
295.25,0,0,0,0,0.00011578,0.20302,1.54,0.5,0
295.23,0,0,0,0,0.00011623,0.20778,1.52,0.5,0
295.21,0,0,0,0,0.00011669,0.21257,1.5,0.5,0
295.18,0,0,0,0,0.00011716,0.21736,1.48,0.5,0
295.16,0,0,0,0,0.00011764,0.22218,1.46,0.5,0
295.14,0,0,0,0,0.00011813,0.22701,1.44,0.5,0
295.12,0,0,0,0,0.00011863,0.23186,1.42,0.5,0
295.09,0,0,0,0,0.00011915,0.23672,1.4,0.5,0
295.07,0,0,0,0,0.00011968,0.2416,1.38,0.5,0
295.05,0,0,0,0,0.00012023,0.24649,1.36,0.5,0
295.02,0,0,0,0,0.0001208,0.2514,1.34,0.5,0
295,0,0,0,0,0.00012138,0.25632,1.32,0.5,0
294.98,0,0,0,0,0.00012198,0.26125,1.3,0.5,0
294.96,0,0,0,0,0.00012259,0.2662,1.28,0.5,0
294.93,0,0,0,0,0.00012323,0.27117,1.26,0.5,0
294.91,0,0,0,0,0.00012389,0.27614,1.24,0.5,0
294.89,0,0,0,0,0.00012457,0.28113,1.22,0.5,0
294.86,0,0,0,0,0.00012528,0.28613,1.2,0.5,0
294.84,0,0,0,0,0.00012601,0.29114,1.18,0.5,0
294.82,0,0,0,0,0.00012677,0.29616,1.16,0.5,0
294.8,0,0,0,0,0.00012756,0.30119,1.14,0.5,0
294.78,0,0,0,0,0.00012838,0.30623,1.12,0.5,0
294.75,0,0,0,0,0.00012923,0.31128,1.1,0.5,0
294.73,0,0,0,0,0.00013012,0.31633,1.08,0.5,0
294.71,0,0,0,0,0.00013104,0.32139,1.06,0.5,0
294.69,0,0,0,0,0.00013201,0.32645,1.04,0.5,0
294.66,0,0,0,0,0.00013302,0.33152,1.02,0.5,0
294.64,0,0,0,0,0.00013408,0.33659,1,0.5,0
294.62,0,0,0,0,0.00013518,0.34166,0.98,0.5,0
294.6,0,0,0,0,0.00013634,0.34673,0.96,0.5,0
294.58,0,0,0,0,0.00013756,0.35179,0.94,0.5,0
294.56,0,0,0,0,0.00013884,0.35686,0.92,0.5,0
294.53,0,0,0,0,0.00014019,0.36191,0.9,0.5,0
294.51,0,0,0,0,0.00014161,0.36696,0.88,0.5,0
294.49,0,0,0,0,0.00014311,0.372,0.86,0.5,0
294.47,0,0,0,0,0.0001447,0.37703,0.84,0.5,0
294.45,0,0,0,0,0.00014638,0.38205,0.82,0.5,0
294.43,0,0,0,0,0.00014815,0.38705,0.8,0.5,0
294.41,0,0,0,0,0.00015004,0.39203,0.78,0.5,0
294.39,0,0,0,0,0.00015204,0.397,0.76,0.5,0
294.36,0,0,0,0,0.00015417,0.40194,0.74,0.5,0
294.34,0,0,0,0,0.00015643,0.40685,0.72,0.5,0
294.32,0,0,0,0,0.00015885,0.41174,0.7,0.5,0
294.3,0,0,0,0,0.00016144,0.41661,0.68,0.5,0
294.28,0,0,0,0,0.0001642,0.42144,0.66,0.5,0
294.26,0,0,0,0,0.00016717,0.42624,0.64,0.5,0
294.24,0,0,0,0,0.00017035,0.43101,0.62,0.5,0
294.22,0,0,0,0,0.00017376,0.43574,0.6,0.5,0
294.2,0,0,0,0,0.00017744,0.44044,0.58,0.5,0
294.18,0,0,0,0,0.00018141,0.44511,0.56,0.5,0
294.16,0,0,0,0,0.00018569,0.44975,0.54,0.5,0
294.14,0,0,0,0,0.00019032,0.45438,0.52,0.5,0
294.12,0,0,0,0,0.00019534,0.45898,0.5,0.5,0
294.1,0,0,0,0,0.00020079,0.46359,0.48,0.5,0
294.08,0,0,0,0,0.0002067,0.46821,0.46,0.5,0
294.06,0,0,0,0,0.00021314,0.47287,0.44,0.5,0
294.05,0,0,0,0,0.00022014,0.47761,0.42,0.5,0
294.03,0,0,0,0,0.00022778,0.48245,0.4,0.5,0
294.01,0,0,0,0,0.00023611,0.48745,0.38,0.5,0
293.99,0,0,0,0,0.00024519,0.49269,0.36,0.5,0
293.97,0,0,0,0,0.0002551,0.49825,0.34,0.5,0
293.95,0,0,0,0,0.00026589,0.50426,0.32,0.5,0
293.94,0,0,0,0,0.00027763,0.51084,0.3,0.5,0
293.92,0,0,0,0,0.00029036,0.5182,0.28,0.5,0
293.9,0,0,0,0,0.00030412,0.52657,0.26,0.5,0
293.89,0,0,0,0,0.00031893,0.53622,0.24,0.5,0
293.87,0,0,0,0,0.00033476,0.54752,0.22,0.5,0
293.86,0,0,0,0,0.00035156,0.56087,0.2,0.5,0
293.84,0,0,0,0,0.00036922,0.57676,0.18,0.5,0
293.83,0,0,0,0,0.0003876,0.59574,0.16,0.5,0
293.81,0,0,0,0,0.0004065,0.61838,0.14,0.5,0
293.8,0,0,0,0,0.0004257,0.6453,0.12,0.5,0
293.78,0,0,0,0,0.00044494,0.67711,0.1,0.5,0
293.77,0,0,0,0,0.00046399,0.71444,0.08,0.5,0
293.76,0,0,0,0,0.00048266,0.75785,0.06,0.5,0
293.75,0,0,0,0,0.0005007,0.80803,0.04,0.5,0
293.74,0,0,0,0,0.00051785,0.86558,0.02,0.5,0
293.71,0,0,0,0,0.00054787,1.005,-0.02,0.5,0
293.7,0,0,0,0,0.00056003,1.0868,-0.04,0.5,0
293.69,0,0,0,0,0.00057011,1.1759,-0.06,0.5,0
293.68,0,0,0,0,0.00057821,1.2712,-0.08,0.5,0
293.67,0,0,0,0,0.00058455,1.3717,-0.1,0.5,0
293.67,0,0,0,0,0.00058943,1.4764,-0.12,0.5,0
293.66,0,0,0,0,0.00059311,1.5843,-0.14,0.5,0
293.65,0,0,0,0,0.00059585,1.6946,-0.16,0.5,0
293.64,0,0,0,0,0.00059787,1.8068,-0.18,0.5,0
293.63,0,0,0,0,0.00059934,1.9204,-0.2,0.5,0
293.63,0,0,0,0,0.0006004,2.035,-0.22,0.5,0
293.62,0,0,0,0,0.00060115,2.1503,-0.24,0.5,0
293.61,0,0,0,0,0.00060167,2.2661,-0.26,0.5,0
293.6,0,0,0,0,0.00060202,2.3823,-0.28,0.5,0
293.6,0,0,0,0,0.00060224,2.4987,-0.3,0.5,0
293.59,0,0,0,0,0.00060236,2.6153,-0.32,0.5,0
293.59,0,0,0,0,0.00060241,2.732,-0.34,0.5,0
293.58,0,0,0,0,0.00060241,2.8486,-0.36,0.5,0
293.58,0,0,0,0,0.00060239,2.9652,-0.38,0.5,0
293.57,0,0,0,0,0.00060235,3.0817,-0.4,0.5,0
293.57,0,0,0,0,0.00060231,3.198,-0.42,0.5,0
293.56,0,0,0,0,0.00060231,3.3142,-0.44,0.5,0
293.56,0,0,0,0,0.00060236,3.4301,-0.46,0.5,0
293.55,0,0,0,0,0.00060251,3.5457,-0.48,0.5,0
293.55,0,0,0,0,0.00060278,3.6611,-0.5,0.5,0
293.54,0,0,0,0,0.00060324,3.7762,-0.52,0.5,0
293.54,0,0,0,0,0.00060393,3.891,-0.54,0.5,0
293.54,0,0,0,0,0.00060492,4.0055,-0.56,0.5,0
293.53,0,0,0,0,0.00060629,4.1198,-0.58,0.5,0
293.53,0,0,0,0,0.00060812,4.2341,-0.6,0.5,0
293.53,0,0,0,0,0.0006105,4.3484,-0.62,0.5,0
293.53,0,0,0,0,0.00061355,4.4629,-0.64,0.5,0
293.52,0,0,0,0,0.00061737,4.5781,-0.66,0.5,0
293.52,0,0,0,0,0.00062207,4.6943,-0.68,0.5,0
293.52,0,0,0,0,0.00062775,4.8121,-0.7,0.5,0
293.52,0,0,0,0,0.0006345,4.9322,-0.72,0.5,0
293.51,0,0,0,0,0.00064238,5.0555,-0.74,0.5,0
293.51,0,0,0,0,0.00065143,5.1835,-0.76,0.5,0
293.51,0,0,0,0,0.00066157,5.3175,-0.78,0.5,0
293.51,0,0,0,0,0.00067266,5.4596,-0.8,0.5,0
293.51,0,0,0,0,0.00068437,5.6121,-0.82,0.5,0
293.51,0,0,0,0,0.00069617,5.7775,-0.84,0.5,0
293.5,0,0,0,0,0.00070726,5.9586,-0.86,0.5,0
293.5,0,0,0,0,0.0007165,6.158,-0.88,0.5,0
293.5,0,0,0,0,0.00072228,6.3779,-0.9,0.5,0
293.5,0,0,0,0,0.00072276,6.6191,-0.92,0.5,0
293.5,0,0,0,0,0.0007158,6.8783,-0.94,0.5,0
293.5,0,0,0,0,0.00069909,7.1485,-0.96,0.5,0
293.5,0,0,0,0,0.00067108,7.4194,-0.98,0.5,0
293.5,0,0,0,0,0.00058217,7.9136,-1.02,0.5,0
293.5,0,0,0,0,0.00052681,8.1149,-1.04,0.5,0
293.5,0,0,0,0,0.00046959,8.28,-1.06,0.5,0
293.5,0,0,0,0,0.00041425,8.4099,-1.08,0.5,0
293.5,0,0,0,0,0.00036369,8.5098,-1.1,0.5,0
293.5,0,0,0,0,0.00031954,8.5858,-1.12,0.5,0
293.5,0,0,0,0,0.00028238,8.6442,-1.14,0.5,0
293.5,0,0,0,0,0.00025187,8.6901,-1.16,0.5,0
293.5,0,0,0,0,0.00022713,8.7274,-1.18,0.5,0
293.5,0,0,0,0,0.00020708,8.7586,-1.2,0.5,0
293.5,0,0,0,0,0.00019068,8.7853,-1.22,0.5,0
293.5,0,0,0,0,0.00017711,8.8085,-1.24,0.5,0
293.5,0,0,0,0,0.00016572,8.8288,-1.26,0.5,0
293.5,0,0,0,0,0.00015607,8.8467,-1.28,0.5,0
293.5,0,0,0,0,0.00014781,8.8625,-1.3,0.5,0
293.5,0,0,0,0,0.00014072,8.8765,-1.32,0.5,0
293.5,0,0,0,0,0.00013461,8.8889,-1.34,0.5,0
293.5,0,0,0,0,0.00012935,8.9,-1.36,0.5,0
293.5,0,0,0,0,0.00012481,8.9099,-1.38,0.5,0
293.5,0,0,0,0,0.00012089,8.9189,-1.4,0.5,0
293.5,0,0,0,0,0.00011751,8.927,-1.42,0.5,0
293.5,0,0,0,0,0.00011459,8.9344,-1.44,0.5,0
293.5,0,0,0,0,0.00011207,8.9411,-1.46,0.5,0
293.5,0,0,0,0,0.00010989,8.9474,-1.48,0.5,0
293.5,0,0,0,0,0.00010801,8.9532,-1.5,0.5,0
293.5,0,0,0,0,0.00010638,8.9586,-1.52,0.5,0
293.5,0,0,0,0,0.00010496,8.9638,-1.54,0.5,0
293.5,0,0,0,0,0.00010372,8.9686,-1.56,0.5,0
293.5,0,0,0,0,0.00010264,8.9732,-1.58,0.5,0
293.5,0,0,0,0,0.00010169,8.9776,-1.6,0.5,0
293.5,0,0,0,0,0.00010085,8.9818,-1.62,0.5,0
293.5,0,0,0,0,0.00010012,8.9859,-1.64,0.5,0
293.5,0,0,0,0,9.9459e-05,8.9898,-1.66,0.5,0
293.5,0,0,0,0,9.8872e-05,8.9937,-1.68,0.5,0
293.5,0,0,0,0,9.8345e-05,8.9974,-1.7,0.5,0
293.5,0,0,0,0,9.7866e-05,9.001,-1.72,0.5,0
293.5,0,0,0,0,9.7428e-05,9.0046,-1.74,0.5,0
293.5,0,0,0,0,9.7025e-05,9.008,-1.76,0.5,0
293.5,0,0,0,0,9.6648e-05,9.0114,-1.78,0.5,0
293.5,0,0,0,0,9.6294e-05,9.0148,-1.8,0.5,0
293.5,0,0,0,0,9.5956e-05,9.0181,-1.82,0.5,0
293.5,0,0,0,0,9.5629e-05,9.0213,-1.84,0.5,0
293.5,0,0,0,0,9.5311e-05,9.0245,-1.86,0.5,0
293.5,0,0,0,0,9.4996e-05,9.0277,-1.88,0.5,0
293.5,0,0,0,0,9.4681e-05,9.0308,-1.9,0.5,0
293.5,0,0,0,0,9.4362e-05,9.0338,-1.92,0.5,0
293.5,0,0,0,0,9.4035e-05,9.0368,-1.94,0.5,0
293.5,0,0,0,0,9.3698e-05,9.0398,-1.96,0.5,0
293.5,0,0,0,0,9.3345e-05,9.0427,-1.98,0.5,0
293.5,0,0,0,0,9.2974e-05,9.0455,-2,0.5,0
293.5,0,0,0,0,9.258e-05,9.0483,-2.02,0.5,0
293.5,0,0,0,0,9.2159e-05,9.051,-2.04,0.5,0
293.5,0,0,0,0,9.1706e-05,9.0536,-2.06,0.5,0
293.5,0,0,0,0,9.1217e-05,9.0561,-2.08,0.5,0
293.5,0,0,0,0,9.0685e-05,9.0586,-2.1,0.5,0
293.5,0,0,0,0,9.0104e-05,9.0609,-2.12,0.5,0
293.5,0,0,0,0,8.9468e-05,9.0631,-2.14,0.5,0
293.5,0,0,0,0,8.8768e-05,9.0651,-2.16,0.5,0
293.5,0,0,0,0,8.7996e-05,9.067,-2.18,0.5,0
293.5,0,0,0,0,8.7142e-05,9.0686,-2.2,0.5,0
293.5,0,0,0,0,8.6196e-05,9.07,-2.22,0.5,0
293.5,0,0,0,0,8.5146e-05,9.0711,-2.24,0.5,0
293.5,0,0,0,0,8.3982e-05,9.0719,-2.26,0.5,0
293.5,0,0,0,0,8.2692e-05,9.0722,-2.28,0.5,0
293.5,0,0,0,0,8.1269e-05,9.0721,-2.3,0.5,0
293.5,0,0,0,0,7.9707e-05,9.0713,-2.32,0.5,0
293.5,0,0,0,0,7.8011e-05,9.0699,-2.34,0.5,0
293.5,0,0,0,0,7.6201e-05,9.0676,-2.36,0.5,0
293.5,0,0,0,0,7.4319e-05,9.0645,-2.38,0.5,0
293.5,0,0,0,0,7.246e-05,9.0603,-2.4,0.5,0
293.5,0,0,0,0,7.0733e-05,9.0553,-2.42,0.5,0
293.5,0,0,0,0,6.9464e-05,9.0492,-2.44,0.5,0
293.5,0,0,0,0,6.8727e-05,9.0432,-2.46,0.5,0
293.5,0,0,0,0,6.9733e-05,9.0365,-2.48,0.5,0
293.5,0.097917,0,0,0.016667,0.00035623,9.0318,-2.5,0.48333,0
293.5,0.19292,0,0,0.033333,0.0011925,9.0301,-2.5,0.46667,0
293.5,0.28458,0,0,0.05,0.0025209,9.0286,-2.5,0.45,0
293.5,0.37292,0,0,0.066667,0.0042544,9.0301,-2.5,0.43333,0
293.5,0.45792,0,0,0.083333,0.0062902,9.0362,-2.5,0.41667,0
293.5,0.53958,0,0,0.1,0.0083535,9.0494,-2.5,0.4,0
293.5,0.61792,0,0,0.11667,0.0092028,9.0665,-2.5,0.38333,0
293.5,0.69292,0,0,0.13333,0.0089486,9.0801,-2.5,0.36667,0
293.5,0.76458,0,0,0.15,0.0086697,9.089,-2.5,0.35,0
293.5,0.83292,0,0,0.16667,0.0083363,9.0959,-2.5,0.33333,0
293.5,0.89792,0,0,0.18333,0.0079752,9.1011,-2.5,0.31667,0
293.5,1.0179,0,0,0.21667,0.0071914,9.1084,-2.5,0.28333,0
293.5,1.0729,0,0,0.23333,0.0067784,9.1109,-2.5,0.26667,0
293.5,1.1246,0,0,0.25,0.0063568,9.1129,-2.5,0.25,0
293.5,1.1729,0,0,0.26667,0.0059298,9.1143,-2.5,0.23333,0
293.5,1.2179,0,0,0.28333,0.0054998,9.1154,-2.5,0.21667,0
293.5,1.2979,0,0,0.31667,0.0046374,9.1164,-2.5,0.18333,0
293.5,1.3329,0,0,0.33333,0.0042073,9.1164,-2.5,0.16667,0
293.5,1.3646,0,0,0.35,0.0037789,9.1163,-2.5,0.15,0
293.5,1.3929,0,0,0.36667,0.0033525,9.1159,-2.5,0.13333,0
293.5,1.4179,0,0,0.38333,0.0029284,9.1154,-2.5,0.11667,0
293.5,1.4396,0,0,0.4,0.0025066,9.1148,-2.5,0.1,0
293.5,1.4579,0,0,0.41667,0.002087,9.114,-2.5,0.083333,0
293.5,1.4729,0,0,0.43333,0.0016694,9.1133,-2.5,0.066667,0
293.5,1.4929,0,0,0.46667,0.00083829,9.1119,-2.5,0.033333,0
293.5,1.4979,0,0,0.48333,0.00042371,9.1113,-2.5,0.016667,0
293.5,1.4996,0,0,0.49167,0.00021647,9.1111,-2.5,1.3287e-13,0
293.5,1.4979,0,0,0.48333,0.00042371,9.1113,-2.5,-0.016667,0
293.5,1.4929,0,0,0.46667,0.00083829,9.1119,-2.5,-0.033333,0
293.5,1.4729,0,0,0.43333,0.0016694,9.1133,-2.5,-0.066667,0
293.5,1.4579,0,0,0.41667,0.002087,9.114,-2.5,-0.083333,0
293.5,1.4396,0,0,0.4,0.0025066,9.1148,-2.5,-0.1,0
293.5,1.4179,0,0,0.38333,0.0029284,9.1154,-2.5,-0.11667,0
293.5,1.3929,0,0,0.36667,0.0033525,9.1159,-2.5,-0.13333,0
293.5,1.3646,0,0,0.35,0.0037789,9.1163,-2.5,-0.15,0
293.5,1.3329,0,0,0.33333,0.0042073,9.1164,-2.5,-0.16667,0
293.5,1.2979,0,0,0.31667,0.0046374,9.1164,-2.5,-0.18333,0
293.5,1.2179,0,0,0.28333,0.0054998,9.1154,-2.5,-0.21667,0
293.5,1.1729,0,0,0.26667,0.0059298,9.1143,-2.5,-0.23333,0
293.5,1.1246,0,0,0.25,0.0063568,9.1129,-2.5,-0.25,0
293.5,1.0729,0,0,0.23333,0.0067784,9.1109,-2.5,-0.26667,0
293.5,1.0179,0,0,0.21667,0.0071914,9.1084,-2.5,-0.28333,0
293.5,0.89792,0,0,0.18333,0.0079752,9.1011,-2.5,-0.31667,0
293.5,0.83292,0,0,0.16667,0.0083363,9.0959,-2.5,-0.33333,0
293.5,0.76458,0,0,0.15,0.0086697,9.089,-2.5,-0.35,0
293.5,0.69292,0,0,0.13333,0.0089486,9.0801,-2.5,-0.36667,0
293.5,0.61792,0,0,0.11667,0.0092028,9.0665,-2.5,-0.38333,0
293.5,0.53958,0,0,0.1,0.0083535,9.0494,-2.5,-0.4,0
293.5,0.45792,0,0,0.083333,0.0062902,9.0362,-2.5,-0.41667,0
293.5,0.37292,0,0,0.066667,0.0042544,9.0301,-2.5,-0.43333,0
293.5,0.28458,0,0,0.05,0.0025209,9.0286,-2.5,-0.45,0
293.5,0.19292,0,0,0.033333,0.0011925,9.0301,-2.5,-0.46667,0
293.5,0.097917,0,0,0.016667,0.00035623,9.0318,-2.5,-0.48333,0
350,0,0,0,0,0.00069919,4.8836,-0.98,-0.3,0
350,0,0,0,0,0.00059242,5.4513,-0.96,-0.3,0
350,0,0,0,0,0.00054412,5.5037,-0.94,-0.3,0
350,0,0,0,0,0.00051551,5.5743,-0.92,-0.3,0
350,0,0,0,0,0.00050392,5.596,-0.9,-0.3,0
350,0,0,0,0,0.0005023,5.5943,-0.88,-0.3,0
350,0,0,0,0,0.00050739,5.5691,-0.86,-0.3,0
350,0,0,0,0,0.00051608,5.5255,-0.84,-0.3,0
350,0,0,0,0,0.00052665,5.4656,-0.82,-0.3,0
350,0,0,0,0,0.00053785,5.3917,-0.8,-0.3,0
350,0,0,0,0,0.00054883,5.306,-0.78,-0.3,0
350,0,0,0,0,0.00055907,5.2106,-0.76,-0.3,0
350,0,0,0,0,0.00056823,5.1073,-0.74,-0.3,0
350,0,0,0,0,0.00057619,4.9979,-0.72,-0.3,0
350,0,0,0,0,0.0005829,4.884,-0.7,-0.3,0
350,0,0,0,0,0.00058843,4.7668,-0.68,-0.3,0
350,0,0,0,0,0.00059287,4.6475,-0.66,-0.3,0
350,0,0,0,0,0.00059637,4.5268,-0.64,-0.3,0
350,0,0,0,0,0.00059906,4.4054,-0.62,-0.3,0
350,0,0,0,0,0.00060108,4.2838,-0.6,-0.3,0
350,0,0,0,0,0.00060254,4.1622,-0.58,-0.3,0
350,0,0,0,0,0.00060357,4.0408,-0.56,-0.3,0
350,0,0,0,0,0.00060426,3.9199,-0.54,-0.3,0
350,0,0,0,0,0.00060468,3.7994,-0.52,-0.3,0
350,0,0,0,0,0.00060492,3.6793,-0.5,-0.3,0
350,0,0,0,0,0.00060502,3.5596,-0.48,-0.3,0
350,0,0,0,0,0.00060503,3.4404,-0.46,-0.3,0
350,0,0,0,0,0.00060498,3.3215,-0.44,-0.3,0
350,0,0,0,0,0.00060491,3.2029,-0.42,-0.3,0
350,0,0,0,0,0.00060482,3.0845,-0.4,-0.3,0
350,0,0,0,0,0.00060475,2.9663,-0.38,-0.3,0
350,0,0,0,0,0.0006047,2.8483,-0.36,-0.3,0
350,0,0,0,0,0.00060469,2.7302,-0.34,-0.3,0
350,0,0,0,0,0.00060476,2.6122,-0.32,-0.3,0
350,0,0,0,0,0.00060491,2.4942,-0.3,-0.3,0
350,0,0,0,0,0.00060517,2.376,-0.28,-0.3,0
350,0,0,0,0,0.00060559,2.2575,-0.26,-0.3,0
350,0,0,0,0,0.00060621,2.1387,-0.24,-0.3,0
350,0,0,0,0,0.00060712,2.0193,-0.22,-0.3,0
350,0,0,0,0,0.0006084,1.8991,-0.2,-0.3,0
350,0,0,0,0,0.00061022,1.7777,-0.18,-0.3,0
350,0,0,0,0,0.00061279,1.6547,-0.16,-0.3,0
350,0,0,0,0,0.00061644,1.5294,-0.14,-0.3,0
350,0,0,0,0,0.00062163,1.4006,-0.12,-0.3,0
350,0,0,0,0,0.00062922,1.2669,-0.1,-0.3,0
350,0,0,0,0,0.00064026,1.124,-0.08,-0.3,0
350,0,0,0,0,0.00065698,0.96878,-0.06,-0.3,0
350,0,0,0,0,0.00067545,0.78218,-0.04,-0.3,0
350,0,0,0,0,0.00069093,0.57914,-0.02,-0.3,0
350,0,0,0,0,0.00066909,8.4611,-0.98,-0.2,0
350,0,0,0,0,0.00066504,8.1833,-0.96,-0.2,0
350,0,0,0,0,0.00065697,7.914,-0.94,-0.2,0
350,0,0,0,0,0.00064381,7.6886,-0.92,-0.2,0
350,0,0,0,0,0.00063151,7.4878,-0.9,-0.2,0
350,0,0,0,0,0.00062082,7.3045,-0.88,-0.2,0
350,0,0,0,0,0.0006119,7.1324,-0.86,-0.2,0
350,0,0,0,0,0.00060461,6.9679,-0.84,-0.2,0
350,0,0,0,0,0.00059878,6.8084,-0.82,-0.2,0
350,0,0,0,0,0.00059425,6.6521,-0.8,-0.2,0
350,0,0,0,0,0.00059082,6.4977,-0.78,-0.2,0
350,0,0,0,0,0.0005883,6.3443,-0.76,-0.2,0
350,0,0,0,0,0.00058653,6.1913,-0.74,-0.2,0
350,0,0,0,0,0.00058533,6.0385,-0.72,-0.2,0
350,0,0,0,0,0.00058456,5.8855,-0.7,-0.2,0
350,0,0,0,0,0.00058411,5.7323,-0.68,-0.2,0
350,0,0,0,0,0.00058387,5.5788,-0.66,-0.2,0
350,0,0,0,0,0.00058378,5.4251,-0.64,-0.2,0
350,0,0,0,0,0.00058378,5.2711,-0.62,-0.2,0
350,0,0,0,0,0.00058384,5.1168,-0.6,-0.2,0
350,0,0,0,0,0.00058391,4.9624,-0.58,-0.2,0
350,0,0,0,0,0.00058399,4.8079,-0.56,-0.2,0
350,0,0,0,0,0.00058407,4.6532,-0.54,-0.2,0
350,0,0,0,0,0.00058413,4.4985,-0.52,-0.2,0
350,0,0,0,0,0.00058418,4.3437,-0.5,-0.2,0
350,0,0,0,0,0.00058422,4.1889,-0.48,-0.2,0
350,0,0,0,0,0.00058425,4.034,-0.46,-0.2,0
350,0,0,0,0,0.00058427,3.8792,-0.44,-0.2,0
350,0,0,0,0,0.00058428,3.7244,-0.42,-0.2,0
350,0,0,0,0,0.00058429,3.5695,-0.4,-0.2,0
350,0,0,0,0,0.00058429,3.4147,-0.38,-0.2,0
350,0,0,0,0,0.00058429,3.2598,-0.36,-0.2,0
350,0,0,0,0,0.0005843,3.105,-0.34,-0.2,0
350,0,0,0,0,0.0005843,2.9502,-0.32,-0.2,0
350,0,0,0,0,0.0005843,2.7953,-0.3,-0.2,0
350,0,0,0,0,0.00058431,2.6405,-0.28,-0.2,0
350,0,0,0,0,0.00058431,2.4856,-0.26,-0.2,0
350,0,0,0,0,0.00058433,2.3308,-0.24,-0.2,0
350,0,0,0,0,0.00058435,2.1759,-0.22,-0.2,0
350,0,0,0,0,0.00058437,2.0211,-0.2,-0.2,0
350,0,0,0,0,0.00058442,1.8662,-0.18,-0.2,0
350,0,0,0,0,0.00058448,1.7113,-0.16,-0.2,0
350,0,0,0,0,0.00058462,1.5563,-0.14,-0.2,0
350,0,0,0,0,0.00058488,1.401,-0.12,-0.2,0
350,0,0,0,0,0.00058557,1.2454,-0.1,-0.2,0
350,0,0,0,0,0.00058702,1.0874,-0.08,-0.2,0
350,0,0,0,0,0.00059053,0.92626,-0.06,-0.2,0
350,0,0,0,0,0.00059179,0.74828,-0.04,-0.2,0
350,0,0,0,0,0.00058489,0.56839,-0.02,-0.2,0
350,0,0,0,0,0.00059024,7.5924,-0.98,-0.05,0
350,0,0,0,0,0.00056269,7.6792,-0.96,-0.05,0
350,0,0,0,0,0.00055298,7.5683,-0.94,-0.05,0
350,0,0,0,0,0.00054656,7.4763,-0.92,-0.05,0
350,0,0,0,0,0.00054775,7.3667,-0.9,-0.05,0
350,0,0,0,0,0.00055263,7.248,-0.88,-0.05,0
350,0,0,0,0,0.00055902,7.1183,-0.86,-0.05,0
350,0,0,0,0,0.00056537,6.9792,-0.84,-0.05,0
350,0,0,0,0,0.00057093,6.8329,-0.82,-0.05,0
350,0,0,0,0,0.00057541,6.6816,-0.8,-0.05,0
350,0,0,0,0,0.00057881,6.5272,-0.78,-0.05,0
350,0,0,0,0,0.00058124,6.3709,-0.76,-0.05,0
350,0,0,0,0,0.00058288,6.2137,-0.74,-0.05,0
350,0,0,0,0,0.00058393,6.0564,-0.72,-0.05,0
350,0,0,0,0,0.00058453,5.8992,-0.7,-0.05,0
350,0,0,0,0,0.00058484,5.7423,-0.68,-0.05,0
350,0,0,0,0,0.00058495,5.5858,-0.66,-0.05,0
350,0,0,0,0,0.00058495,5.4297,-0.64,-0.05,0
350,0,0,0,0,0.00058489,5.274,-0.62,-0.05,0
350,0,0,0,0,0.00058479,5.1185,-0.6,-0.05,0
350,0,0,0,0,0.00058469,4.9633,-0.58,-0.05,0
350,0,0,0,0,0.0005846,4.8082,-0.56,-0.05,0
350,0,0,0,0,0.00058452,4.6532,-0.54,-0.05,0
350,0,0,0,0,0.00058445,4.4983,-0.52,-0.05,0
350,0,0,0,0,0.00058439,4.3434,-0.5,-0.05,0
350,0,0,0,0,0.00058435,4.1886,-0.48,-0.05,0
350,0,0,0,0,0.00058432,4.0338,-0.46,-0.05,0
350,0,0,0,0,0.0005843,3.879,-0.44,-0.05,0
350,0,0,0,0,0.00058428,3.7241,-0.42,-0.05,0
350,0,0,0,0,0.00058427,3.5694,-0.4,-0.05,0
350,0,0,0,0,0.00058426,3.4146,-0.38,-0.05,0
350,0,0,0,0,0.00058426,3.2597,-0.36,-0.05,0
